0,4.321816,0,0.3,1
0.99999998,22.65902,3.59,0.7,1
1.99999996,47.29581,8.66,10.3,1
2.99999993,158.3934,16.75,17.1,1
3.99999991,-15.08973,20.61,17.5,0
4.99999989,34.3792,20.43,4.9,1
5.99999987,86.33866,23.33,5.4,1
6.99999984,22.87877,27.69,10.5,1
7.99999982,6.177512,26.32,6.4,1
8.9999998,74.42315,27.45,2.2,1
9.99999978,83.40862,30.38,6.7,1
10.99999975,26.68783,32.98,8.3,1
11.99999973,14.08863,31.94,4.6,1
12.99999971,110.536,33.52,1.9,1
13.99999969,18.43487,37.26,8.6,1
14.99999966,-62.6053,36.56,6.9,0
15.99999964,-31.47357,34.56,1.7,0
16.99999962,-28.76328,35.33,1.6,0
17.9999996,-37.99292,34.69,2.4,0
18.99999958,-23.56245,32.37,1.1,0
19.99999955,-23.12294,32.39,0.8,0
20.99999953,-18.67904,31.02,1.4,0
21.99999951,20.60798,31.33,1,1
22.99999949,107.6059,33.02,3.5,1
23.99999946,4.004395,34.75,6.4,1
24.99999944,-0.4395068,32.95,2.6,0
25.99999942,50.0061,33.02,0.9,1
26.9999994,60.62752,34.63,3.5,1
27.99999937,57.91722,36.07,5.3,1
28.99999935,22.97644,37.63,5.6,1
29.99999933,-42.1194,38.73,5.5,0
30.99999931,-31.69332,36.32,2.2,0
31.99999928,-19.65572,37.36,1.4,0
32.99999926,-46.97839,36.46,3.1,0
33.99999924,-33.42693,34.09,1.1,0
34.99999922,-21.487,32.02,0.7,0
35.9999992,5.835673,30.67,0.7,1
36.99999917,13.77121,29.72,0.7,1
37.99999915,33.62227,30.09,0.8,1
38.99999913,64.43658,31.2,2.9,1
39.99999911,42.51007,32.34,4.4,1
40.99999908,13.55146,33.55,4.8,1
41.99999906,4.54157,34.3,4.2,1
42.99999904,4.443902,35.24,4,1
43.99999902,-38.40801,36.01,4,0
44.99999899,-28.00635,33.58,2,0
45.99999897,73.76389,33.92,1,1
46.99999895,66.38994,38.65,8.4,1
47.99999893,-66.73178,42.64,12.7,0
48.9999989,-0.561592,41.16,5.5,0
49.99999888,45.00061,43.64,3.7,1
50.99999886,50.22586,46.92,8.6,1
51.99999884,-57.40447,49.03,9.2,0
52.99999882,-49.7131,47.1,3.9,0
53.99999879,60.52985,46.4,1.1,1
54.99999877,10.18191,50.36,6.8,1
55.99999875,-85.06898,51.31,9.2,0
56.99999873,-30.61897,49.75,2.3,0
57.9999987,-29.42254,50.12,1.6,0
58.99999868,-23.00085,50.41,2.4,0
59.99999866,-21.487,50.31,2.7,0
60.99999864,-17.26285,50.28,2.3,0
61.99999861,-17.0431,50.12,2.3,0
62.99999859,-18.14186,50.12,2.3,0
63.99999857,-19.65572,50.06,2.3,0
64.99999855,-21.07191,49.99,2.3,0
65.99999852,-18.89879,49.85,2.3,0
