0,4.321816,0.3,0,1
0.99999998,22.65902,0.7,3.59,1
1.99999996,47.29581,10.3,8.66,1
2.99999993,158.3934,17.1,16.75,1
3.99999991,-15.08973,17.5,20.61,0
4.99999989,34.3792,4.9,20.43,1
5.99999987,86.33866,5.4,23.33,1
6.99999984,22.87877,10.5,27.69,1
7.99999982,6.177512,6.4,26.32,1
8.9999998,74.42315,2.2,27.45,1
9.99999978,83.40862,6.7,30.38,1
10.99999975,26.68783,8.3,32.98,1
11.99999973,14.08863,4.6,31.94,1
12.99999971,110.536,1.9,33.52,1
13.99999969,18.43487,8.6,37.26,1
14.99999966,-62.6053,6.9,36.56,0
15.99999964,-31.47357,1.7,34.56,0
16.99999962,-28.76328,1.6,35.33,0
17.9999996,-37.99292,2.4,34.69,0
18.99999958,-23.56245,1.1,32.37,0
19.99999955,-23.12294,0.8,32.39,0
20.99999953,-18.67904,1.4,31.02,0
21.99999951,20.60798,1,31.33,1
22.99999949,107.6059,3.5,33.02,1
23.99999946,4.004395,6.4,34.75,1
24.99999944,-0.4395068,2.6,32.95,0
25.99999942,50.0061,0.9,33.02,1
26.9999994,60.62752,3.5,34.63,1
27.99999937,57.91722,5.3,36.07,1
28.99999935,22.97644,5.6,37.63,1
29.99999933,-42.1194,5.5,38.73,0
30.99999931,-31.69332,2.2,36.32,0
31.99999928,-19.65572,1.4,37.36,0
32.99999926,-46.97839,3.1,36.46,0
33.99999924,-33.42693,1.1,34.09,0
34.99999922,-21.487,0.7,32.02,0
35.9999992,5.835673,0.7,30.67,1
36.99999917,13.77121,0.7,29.72,1
37.99999915,33.62227,0.8,30.09,1
38.99999913,64.43658,2.9,31.2,1
39.99999911,42.51007,4.4,32.34,1
40.99999908,13.55146,4.8,33.55,1
41.99999906,4.54157,4.2,34.3,1
42.99999904,4.443902,4,35.24,1
43.99999902,-38.40801,4,36.01,0
44.99999899,-28.00635,2,33.58,0
45.99999897,73.76389,1,33.92,1
46.99999895,66.38994,8.4,38.65,1
47.99999893,-66.73178,12.7,42.64,0
48.9999989,-0.561592,5.5,41.16,0
49.99999888,45.00061,3.7,43.64,1
50.99999886,50.22586,8.6,46.92,1
51.99999884,-57.40447,9.2,49.03,0
52.99999882,-49.7131,3.9,47.1,0
53.99999879,60.52985,1.1,46.4,1
54.99999877,10.18191,6.8,50.36,1
55.99999875,-85.06898,9.2,51.31,0
56.99999873,-30.61897,2.3,49.75,0
57.9999987,-29.42254,1.6,50.12,0
58.99999868,-23.00085,2.4,50.41,0
59.99999866,-21.487,2.7,50.31,0
60.99999864,-17.26285,2.3,50.28,0
61.99999861,-17.0431,2.3,50.12,0
62.99999859,-18.14186,2.3,50.12,0
63.99999857,-19.65572,2.3,50.06,0
64.99999855,-21.07191,2.3,49.99,0
65.99999852,-18.89879,2.3,49.85,0
66.9999985,-17.58027,2.3,49.83,0
67.99999848,-18.77671,2.3,49.75,0
68.99999846,-19.53363,2.3,49.7,0
69.99999844,-20.19289,2.2,49.65,0
70.99999841,-16.06641,2.2,49.56,0
71.99999839,-17.58027,2.3,49.48,0
72.99999837,-18.55695,2.3,49.41,0
73.99999835,-18.89879,2.3,49.4,0
74.99999832,-15.30949,2.3,49.38,0
75.9999983,4.663655,2.4,49.69,1
76.99999828,1.513857,4.1,50.78,1
77.99999826,-38.31034,3.9,49.94,0
78.99999823,55.64644,1.4,49.19,1
79.99999821,-56.74521,4.8,51.78,0
80.99999819,-60.11476,4.3,49.78,0
81.99999817,-57.50214,1.1,46.76,0
82.99999814,-64.77842,0.8,44.28,0
83.99999812,-42.43682,0.8,41.71,0
84.9999981,-43.63326,0.8,39.03,0
85.99999808,-32.35258,0.8,36.6,0
86.99999806,-13.0387,0.8,33.76,0
87.99999803,-9.98657,0.7,31.17,0
88.99999801,4.224148,0.7,28.59,1
89.99999799,-19.11854,0.7,25.28,0
90.99999797,4.858992,0.6,21.34,1
91.99999794,4.663655,0.6,20.05,1
92.99999792,-7.178611,0.6,17.28,0
93.9999979,-0.3418386,0.6,13.39,0
94.99999788,6.27518,0.5,11.86,1
95.99999785,5.835673,0.5,11.39,1
96.99999783,8.350629,0.5,10.91,1
97.99999781,25.58906,0.6,11.36,1
98.99999779,109.779,5.9,15.64,1
99.99999776,-13.13637,16.6,22.43,0
100.9999977,-23.00085,9,22.67,0
101.9999977,27.85985,4.3,25.25,1
102.9999977,40.89855,12.8,31.1,1
103.9999977,134.074,15.9,37.01,1
104.9999977,40.14162,9.1,36.22,1
105.9999976,149.1637,4.5,38.99,1
106.9999976,-65.21793,10.3,43.23,0
107.9999976,-62.06812,5.8,41.05,0
108.9999976,-28.76328,1.2,39.69,0
109.9999975,27.225,3.6,42.25,1
110.9999975,-47.63765,8.2,43.99,0
111.9999975,-21.487,3.3,41.8,0
112.9999975,2.368453,1.7,42.7,1
113.9999975,-64.33891,4.4,42.98,0
114.9999974,-48.17482,1.7,40.4,0
115.9999974,-39.72653,0.8,37.84,0
116.9999974,-38.74985,0.8,35.32,0
117.9999974,-33.20718,0.8,33.02,0
118.9999973,-4.12648,0.7,31.07,0
119.9999973,28.51911,0.7,29.46,1
120.9999973,156.0005,1.7,30.91,1
121.9999973,93.07777,8.2,35.03,1
122.9999973,-52.3013,9.2,35.83,0
123.9999972,13.01428,2.3,33.98,1
124.9999972,-27.88426,5.4,37.62,0
125.9999972,-60.65194,6.3,36.89,0
126.9999972,-40.16603,1.3,34.34,0
127.9999971,-44.82969,0.8,34.13,0
128.9999971,-28.32377,0.9,32.86,0
129.9999971,-0.4395068,0.8,30.88,0
130.9999971,0.8545965,0.7,29.14,1
131.9999971,15.94433,0.7,27.4,1
132.999997,26.56574,0.9,27.79,1
133.999997,53.15591,2.7,28.88,1
134.999997,65.95043,5.3,30.67,1
135.999997,17.01868,4.6,30.93,1
136.9999969,42.29032,2.4,31.25,1
137.9999969,7.032108,8,35.86,1
138.9999969,-49.59101,8,35.51,0
139.9999969,36.43023,2.3,36.6,1
140.9999969,-66.1946,8.7,40.02,0
141.9999968,-35.16054,3.4,37.34,0
142.9999968,0.6348431,2.2,39.18,1
143.9999968,-30.05738,6.2,40.84,0
144.9999968,-26.59016,4.1,40.97,0
145.9999967,-20.51031,2.8,41.3,0
146.9999967,-22.36601,3,41.77,0
147.9999967,-21.82884,3.4,42.35,0
148.9999967,-20.85215,3.5,42.82,0
149.9999967,-20.29056,3.5,43.39,0
150.9999966,-17.58027,3.4,43.88,0
151.9999966,8.00879,4.3,45.31,1
152.9999966,9.327311,6.2,46.98,1
153.9999966,9.7424,6.8,49.07,1
154.9999965,8.228543,6.9,50.92,1
155.9999965,0.7569283,6.9,52.76,1
156.9999965,-3.149798,6.6,54.11,0
157.9999965,-5.103162,6.2,55.67,0
158.9999965,-5.542669,6.1,56.91,0
159.9999964,-6.421682,5.9,58.31,0
160.9999964,-7.178611,5.9,59.48,0
161.9999964,-10.10866,5.9,60.88,0
162.9999964,-9.229642,5.8,61.88,0
163.9999963,-11.50043,5.8,63.27,0
164.9999963,-14.11305,5.8,64.28,0
165.9999963,-10.64583,5.8,65.47,0
166.9999963,-9.449395,5.8,66.47,0
167.9999962,-9.229642,5.9,67.76,0
168.9999962,-6.641436,5.7,68.64,0
169.9999962,0.6348431,5.6,69.57,1
170.9999962,1.611525,5.1,70.15,1
171.9999962,1.294103,5,70.91,1
172.9999961,2.588207,5,71.52,1
173.9999961,14.74789,5.2,72.39,1
174.9999961,13.01428,5.7,73.42,1
175.9999961,14.40606,5.9,74.61,1
176.999996,14.30839,6.1,75.46,1
177.999996,14.21072,6.1,76.62,1
178.999996,13.11195,6.2,77.54,1
179.999996,-0.3418386,6.1,78.42,0
180.999996,-8.692467,5.6,78.94,0
181.9999959,-10.10866,4.9,79.39,0
182.9999959,-13.25845,4.8,79.69,0
183.9999959,-13.0387,4.6,80,0
184.9999959,-11.30509,4.5,80.24,0
185.9999958,-10.42608,4.6,80.63,0
186.9999958,-11.18301,4.7,80.96,0
187.9999958,-10.86558,4.8,81.33,0
188.9999958,-6.421682,4.7,81.64,0
189.9999958,-4.346233,4.8,82.08,0
190.9999957,0.6348431,5,82.59,1
191.9999957,8.228543,5.5,83.38,1
192.9999957,10.84117,5.9,84.07,1
193.9999957,7.911122,6,84.92,1
194.9999956,8.570382,6.1,85.76,1
195.9999956,9.107557,6.1,86.58,1
196.9999956,10.30399,6.2,87.29,1
197.9999956,7.373947,6.2,88.08,1
198.9999956,8.130876,6.1,88.77,1
199.9999955,-29.30045,6.1,89.52,0
200.9999955,-45.80637,4.9,88.87,0
201.9999955,-32.76767,3.1,88.08,0
202.9999955,-32.45025,2.5,87.37,0
203.9999954,-32.13283,2.5,86.58,0
204.9999954,-27.02967,2.5,85.9,0
205.9999954,-28.00635,2.6,85.21,0
206.9999954,-19.75339,2.6,84.62,0
207.9999954,-8.033207,2.9,84.46,0
208.9999953,10.71908,3.7,84.41,1
209.9999953,15.50482,4.6,84.89,1
